image_name,left_eye_width,left_eye_height,right_eye_width,right_eye_height,left_eye_aspect_ratio,right_eye_aspect_ratio,left_eyebrow_eye_distance,right_eyebrow_eye_distance,inter_eyebrow_distance,mouth_width,mouth_height,mouth_inner_width,left_lip_height,right_lip_height,mouth_aspect_ratio,nose_length,nose_to_lip_distance,jaw_width,chin_to_nose_distance,eye_line_angle,mouth_line_angle,eye_symmetry,mouth_symmetry,eyebrow_symmetry,facial_symmetry,emotion
Ck+_anger_93.png,0.31044885934060595,0.07207946687683281,0.3011257183769796,0.07016668619193774,0.44216504831658743,0.4437577465571562,0.21046194857701386,0.21382005578674076,1.2745966115715168,0.5572225694446556,0.01123051968950912,0.4882006627182723,0.011008970299849305,0.014876921111345642,0.03838267579185953,0.4616097687295001,0.2945401301968051,1.5740318830726439,0.7581027832185033,-3.7490223112631944,-4.236713820114086,0.059060871601104736,0.009178966283798162,0.05876776576042175,0.06817230582237244,anger
Ck+_surprise_204.png,0.32165785527530555,0.11978221060199377,0.3060651026434223,0.11671954834250335,0.7478831183006956,0.7658879100218062,0.2908674508541721,0.2897116509726396,1.2714064729262984,0.5174175203724383,0.2671425399536616,0.41309437300624685,0.25602878068429175,0.2559557225407544,1.036903915972321,0.5249007725970175,0.34227947251462865,1.563643391382786,0.9324857717685179,0.4345004138850736,-2.1248451654539187,0.04323548078536993,0.010107278823852595,0.039936602115631104,0.050045460462570246,surprise
Ck+_sadness_60.png,0.3162935814269994,0.12325873427065868,0.30454915058735277,0.12077086269454662,0.7423927435402423,0.7554592941410646,0.24597649266115076,0.24454829269463313,1.2582320807599991,0.5060415860677752,0.01356415244655551,0.4407735186011018,0.012924974415665676,0.016907014788820396,0.051063882029313445,0.43447437598620214,0.3434774338628091,1.5588224355880778,0.829105316221847,4.224043556415211,1.3300300430985474,0.01815286278724665,0.02563035488128651,0.010744214057922308,0.004568338394165095,sadness
Ck+_fear_34.png,0.2999791982472072,0.08728186176836643,0.31739488055448456,0.09062780452285378,0.5465279167270409,0.536341225874746,0.2002431357899276,0.2015657014910286,1.2437812820644527,0.7212813026293209,0.06786472172090922,0.6319447205860894,0.06594274189046394,0.06736809860111383,0.1767341501929622,0.44430367874299653,0.2938941717758351,1.5288481209573623,0.807841066168242,-2.374707938283341,-1.9820883841280779,0.03252118825912487,0.06754580140113842,0.02334466576576244,0.002492606639862116,fear
Ck+_disgust_91.png,0.2920500493753549,0.060472508704358774,0.3064538740106015,0.06175113477212861,0.3730026361177389,0.36298706754299437,0.2211050896915199,0.22666891885065835,1.266634313360635,0.4906762092991377,0.016819764449486695,0.42024834058519783,0.01713417939104482,0.017800151569276532,0.06175003267873767,0.4280014185254688,0.2385859593618535,1.4887212697928829,0.6789010934320253,-0.19755611441693763,0.05025154070683811,0.034071475267410334,0.017870575189590565,0.02990394830703741,0.032329976558685386,disgust
Ck+_contempt_46.png,0.30167401023972534,0.08945106247053482,0.3115285889805818,0.08354107841261546,0.49789274702269054,0.45028806766767265,0.2145842984363368,0.20692660743434046,1.2639172337120685,0.5692460340719852,0.009813866825920814,0.49707502615770055,0.00929119527211019,0.011505172423858507,0.02894872735321558,0.43440147692024533,0.2564145631089744,1.5019644751965067,0.7220011837980738,0.6798671196729271,-2.8458399112499424,0.014729440212249811,0.054027438163757435,0.009616613388061579,0.0004921257495880682,contempt
Ck+_fear_72.png,0.30518319257787646,0.09971813550693727,0.3180988401805955,0.09921267854075469,0.6212026795534064,0.5929594322136268,0.1733361517974125,0.17209340178490298,1.2683526586824918,0.7206725750726144,0.10425695787596281,0.6265875986131283,0.10074234488526146,0.10275075466646622,0.2750352731590533,0.488418119903231,0.31875652016565426,1.6472478853380195,0.9175232582743774,1.4193693792031665,-0.07897485424296108,0.03920766711235052,0.049869954586029164,0.035864770412445124,0.030251711606979426,fear
Ck+_disgust_141.png,0.3050173778967731,0.09770143572967709,0.3116148098854471,0.09537566195741247,0.6411987591198387,0.6126830228950766,0.19706606764760548,0.1959165328890529,1.2847818623044573,0.5079754506311589,0.04503587102098623,0.42936708126185746,0.04355771665682363,0.044902707287912604,0.1774734091768672,0.4763040874674036,0.26148892890436054,1.5850955393032036,0.7907245638934511,1.5541187213959735,-0.709844703172817,0.006296232342720087,0.03304526209831249,0.004262328147888239,0.0009811222553254284,disgust
Ck+_surprise_96.png,0.31002614314746074,0.11908629089376983,0.3040869684110347,0.11355132630698572,0.7220474743705774,0.7019346040912248,0.27366361157197966,0.26050605731927967,1.2224570390090124,0.5405682546900153,0.10949207776791203,0.44627133996190205,0.10480112716920062,0.105718231324039,0.3807462059547384,0.434787542142657,0.344921206698559,1.4646917221011801,0.8548370474977632,2.301232030585479,-0.2135245555416838,0.020495235919952393,0.002714931964874212,0.019108712673187256,0.02574002742767334,surprise
Ck+_anger_96.png,0.29661632394500353,0.08804463458870729,0.31876661567004205,0.08820040877112846,0.5246734076888927,0.4890791539379918,0.17504922944497028,0.17204725060884318,1.2669910950307297,0.5185200181245789,0.0176088710244272,0.44559156839529573,0.018355016983212426,0.02005685630563897,0.060027229394249516,0.49400371202748333,0.2507997982410813,1.5370622226584458,0.7236747215106771,2.119463176192054,-0.13624438641488712,0.05300053954124456,0.06457751989364635,0.04455202817916876,0.033616781234741294,anger
Ck+_happy_200.png,0.3190639463752108,0.09983946415405279,0.3046172658891739,0.09969100331671742,0.5951558920884774,0.6224544224461035,0.24518434145949378,0.24137341790789285,1.2463185193094006,0.7096345783001591,0.07311291630685576,0.6187374294776227,0.07248555647637378,0.07230434310651669,0.19595980180367192,0.4310985028632755,0.2623248930424584,1.549010795137547,0.7974011669030134,4.730785744095383,2.8925943937306626,0.023414716124534607,0.05060148239135742,0.015233397483825684,0.001920700073242243,happy
Ck+_happy_114.png,0.29871049687097806,0.07941561119300189,0.314756750718899,0.08343967719774983,0.5265784341300634,0.5250557018172232,0.2220518337563346,0.2290877178431999,1.2506073431766915,0.8389785962947192,0.1524288240170181,0.739125213621816,0.14888826671807665,0.15016501930861959,0.3598535093810378,0.4879581151175586,0.23373062036625344,1.4759341847248801,0.8082017589604127,-0.8525267688272775,-1.0499075541285108,0.029525399208068848,0.04796123504638666,0.022665023803710938,0.009951531887054388,happy
Ck+_disgust_138.png,0.2998047979499669,0.049330262574659146,0.3032269464034869,0.049160151710822116,0.3049533827538414,0.300472035625463,0.17836696533079233,0.17668838461754954,1.2858335720180574,0.5567329121988741,0.009419278650682447,0.48751483286534525,0.00983798711589748,0.010193204179479779,0.03135671759247814,0.4292286997802037,0.23290815289251945,1.6004376870580668,0.7458233108214528,-1.2663063483376538,-1.6404330865522085,0.005564957857131958,0.023235559463500977,0.008383244276046808,0.01307773590087899,disgust
Ck+_happy_7.png,0.30909930159905125,0.08594813347173834,0.3104555522425408,0.08720676955756683,0.5279754715024286,0.533366948914288,0.20833071567802688,0.20936750656258515,1.2618060641572788,0.6882933670064159,0.04969095011024589,0.601321104967473,0.04919554283228607,0.05035498605532901,0.13708202366308586,0.47696495201427824,0.23229736924906655,1.5306569665845675,0.7171250858185753,-1.8723264859291018,-2.5380775697379074,0.020865648984909058,0.01957768201828003,0.023250281810760554,0.03635436296463018,happy
Ck+_contempt_18.png,0.3053394228026713,0.10040180537949957,0.313520530189674,0.09981532151463424,0.6059335053050456,0.5866750503193884,0.2090244372819758,0.20697420134587682,1.2570562946232917,0.5783691939086733,0.01934268702162671,0.5035713816845849,0.01931843988981737,0.020144383789704803,0.06162816192168061,0.4459404513550218,0.28077316483669085,1.5038999545172036,0.7368970792163632,1.354042261753167,0.6408464926726589,0.020502239465713556,0.021764963865280207,0.017198264598846547,0.012443929910659901,contempt
Ck+_disgust_90.png,0.2931222754986678,0.06014999228662335,0.30640686434430214,0.061623795058098126,0.37183192225723943,0.36442652992130237,0.22931080344564325,0.2351003452739704,1.269142998168962,0.49158435260795796,0.015449253608098915,0.4213622268852056,0.01582496071092411,0.01650896415092658,0.05694694817317113,0.42676389644253737,0.24586951328327505,1.489679929977342,0.6909851817431634,-0.37562126871860535,-0.06938675938756975,0.02897918224334728,0.015137851238250843,0.024604201316833607,0.02767804265022286,disgust
Ck+_surprise_166.png,0.31704985405720004,0.11993509177292797,0.30623299937303256,0.11498725732292253,0.7071661884488963,0.7019406771786425,0.32194385725581187,0.31936887117466906,1.2686091151879022,0.49155436893360166,0.20827809351253052,0.3911065593685517,0.19908474293688658,0.19997247418924224,0.7920921619410708,0.5503097691261443,0.3283480075650905,1.4949884918620384,0.9010141433830204,4.737667565775377,1.6168354358757286,0.0011713802814484198,0.007488071918487438,0.007617592811584528,0.011335402727127186,surprise
Ck+_disgust_110.png,0.3076815988286394,0.06619194505269364,0.2966861624740104,0.06439860874719233,0.3838383565397914,0.38727891445953605,0.169308547301433,0.17173456820753252,1.2695139248043297,0.5555091931090327,0.018821078538017254,0.48181148418557035,0.01886466617285001,0.019298663435413727,0.06045039343741065,0.41312233203568616,0.23407357854867375,1.5353603286990471,0.7105856972963964,-1.7165801345708898,-3.2550721474991238,0.05819168686866766,0.016546487808227595,0.056207239627838135,0.05643209815025335,disgust
Ck+_surprise_196.png,0.3054149855919985,0.11795724696613767,0.3144258509107945,0.11932283319082866,0.76206130569681,0.7487916921989058,0.26899441977088656,0.2752980426515219,1.253085299498241,0.5262732443052879,0.21434597170904263,0.4278792620663257,0.20496081531786636,0.20578890024060356,0.8036386909463659,0.4589711949120691,0.30652288087327034,1.4641314541403718,0.8846148273212533,-1.283214072696577,-2.950529034585782,0.005835741758346558,0.038995325565338135,0.011470615863800104,0.029337182641029358,surprise
Ck+_happy_12.png,0.2990034979392885,0.07729311021404157,0.31513429509231267,0.07575258853613555,0.4894212328697207,0.45511404913091263,0.17703870499752758,0.17377705331448026,1.2422562510063448,0.7612294602840364,0.14815058437441223,0.6622962335044524,0.14301377224938586,0.14562160289670525,0.36847475905190546,0.41658267409383154,0.2551494198119318,1.4974927947984285,0.7804097888228823,0.7402465864263189,-0.845574997083086,0.06285095214843758,0.07082068920135509,0.057383358478546254,0.05625262856483465,happy
Ck+_surprise_78.png,0.3219767317825414,0.12855616565035094,0.30264983694703784,0.12639228335953803,0.8285272181763865,0.8665992204770331,0.26776667465610265,0.2666998321776446,1.2631085200422494,0.4978161771835017,0.0842648681853106,0.41187243058630557,0.08117563482578123,0.08220297564048075,0.35125044754758944,0.5340631733509558,0.3753358094615078,1.4985468344915842,0.8586542797491621,2.7522296974012193,-1.3373824940951875,0.04377816617488861,0.02440997958183294,0.03651237487792974,0.03420072793960577,surprise
Ck+_happy_131.png,0.3099813273150002,0.08463221218731022,0.30491901260435117,0.08646330809412958,0.5381584765743695,0.5589298743189706,0.22886612881882692,0.23002273501697118,1.257961599722823,0.6755295086075311,0.07913537528297712,0.5862296632707937,0.07701955075920018,0.07779795387204218,0.23090740562683626,0.4681880186028889,0.28604893063121484,1.557721204118182,0.8648530958677927,5.1266029403566895,5.942460091886344,0.016441047191619984,0.03809973597526539,0.02296254038810741,0.039308845996856745,happy
Ck+_anger_133.png,0.3070730938221086,0.09546602654181503,0.3115878035326369,0.09680679742425667,0.580740771612451,0.5803642822511453,0.17489141007299322,0.1749587645526899,1.2916247519255206,0.5591254902342493,0.005154986013999979,0.497421452093608,0.003377850254566253,0.004374881425957759,0.017222437816635426,0.49150882497355053,0.2999226676323508,1.6726649460261107,0.8313583983094358,1.8263900746043564,0.9424431867262791,0.027758985757827703,0.014420032501220703,0.026294469833373968,0.027253627777099554,anger
Ck+_happy_180.png,0.3047549687179753,0.09942252238537765,0.3169338431272611,0.09559520412392697,0.632038305941893,0.5843553336195192,0.20398931155722005,0.20021944228781954,1.260509024013431,0.6723026088975016,0.08457633400736254,0.583956681614715,0.08297202838772282,0.08426067933913754,0.24372214273098633,0.4689296444702036,0.21568373954218037,1.5165417880172822,0.7333791174111204,4.377337901020625,1.0092425154396765,0.05093151330947887,0.042382001876831166,0.04811698198318487,0.050590455532074086,happy
Ck+_disgust_37.png,0.3134481587076014,0.10119499713457299,0.30924056238402514,0.0972147947519766,0.6236626894640531,0.6072846677731317,0.19091778423407454,0.17684355244811165,1.2770135359371604,0.5957553481718509,0.013150066802586841,0.5187299090063471,0.01485090632328179,0.01546103744760902,0.04264005158380287,0.5315239581695945,0.22363394002195094,1.5578336295726924,0.693435060602206,0.605982498100948,-3.6401019217243027,0.029255837202072144,0.02690333127975464,0.029674172401428223,0.0421630740165711,disgust
Ck+_surprise_87.png,0.3037525914630595,0.13443769549283377,0.3183650693071228,0.13039057969421466,0.8067159719050239,0.746518392888309,0.29115770899133286,0.28812250915015386,1.254685885306551,0.47254693986102564,0.18160468975627753,0.375924577725475,0.17287552495637082,0.17451307487539014,0.7004911025488643,0.4623660440170436,0.3331115979765943,1.4434026131429434,0.8378255542579786,0.8721795447317497,-1.1491321763689186,0.037468105554580744,0.07369723916053783,0.029122114181518666,0.00690221786499029,surprise
Ck+_contempt_32.png,0.30922657446295954,0.12353321185459237,0.31508838502048886,0.12332647142174404,0.724678146967,0.7100062968112923,0.21159664319930296,0.20816532695343734,1.2457907200493066,0.5630855632763678,0.008069279112588677,0.4914756155215436,0.009923242984820094,0.010203355857055143,0.025995593369551158,0.4743648987602101,0.27338884262634866,1.477002826637892,0.6922315181829221,0.2115485252540991,-1.9391754468861448,0.005551695823669434,0.03331226110458374,0.011558175086975153,0.029403984546661377,contempt
Ck+_surprise_246.png,0.31117853675129614,0.12775676364542382,0.3078761681404418,0.12678146037790267,0.7604600214016286,0.7627492156898307,0.18883382134442936,0.18797175087488216,1.2295638307275607,0.5073189820050854,0.18730004698028394,0.40878144519157367,0.17890503596527982,0.17911272723591018,0.6838484919276364,0.448374815882597,0.33045179840300526,1.4622426068910954,0.8854609758022886,1.2291083954753157,-1.2622986538071514,0.0081559419631958,0.0014615654945373535,0.007534772157669123,0.00898112356662753,surprise
Ck+_happy_69.png,0.305763151946457,0.10133249443284181,0.31846917627401855,0.09943102365394299,0.6177872308477249,0.582009337435138,0.23315999181939234,0.23166002125022453,1.266189089796606,0.6972614208040794,0.09900291246342412,0.6077961137044874,0.09639028622004785,0.09781255614037809,0.2646848973697436,0.4503688494003338,0.2494896390185146,1.5044579824335331,0.7561199678065124,-1.3670939311029071,-3.8298534907647657,0.014684796333312988,0.05598503351211542,0.0071462988853454035,0.011219978332519531,happy
Ck+_anger_21.png,0.29545908101518736,0.07376876511327657,0.3139246103613336,0.06997935025265702,0.4652705703005584,0.4154082480356045,0.17215744490343488,0.1619320176318793,1.2698937162895103,0.5227912651103584,0.021969577454211305,0.4517630628914634,0.021040503433899828,0.023371889546807585,0.07831139940865711,0.4123109728964777,0.2956644009020907,1.5668593924868388,0.7486773235450315,1.5493880272128362,0.44706819695144506,0.062492489814758356,0.04818999767303478,0.05498015880584728,0.049031287431716974,anger
Ck+_disgust_33.png,0.3103692414370418,0.0894144719651323,0.2968382928142175,0.08542088986849848,0.5497549432601567,0.5491412224418852,0.20079281210723735,0.20099653866543835,1.2559446727949686,0.5329173718108535,0.03369498051786943,0.45576795347163496,0.03245845789388283,0.03350206923822138,0.12065531254876671,0.4048195779216779,0.2932577269155493,1.527620901624188,0.8213132299979584,2.5661826591121883,1.4482821212232984,0.03312629461288458,0.03428840637207031,0.02605161070823675,0.009920686483383179,disgust
Ck+_disgust_113.png,0.2893024128020358,0.05229574471263221,0.2964549055096482,0.05026161948624694,0.3190318971546811,0.2992248865649589,0.2135996840934162,0.21316432934453497,1.223678848190748,0.5545446861809664,0.02778476513948318,0.47208141894845185,0.02627309455560999,0.02775037821869821,0.08842829665189454,0.3886561854764433,0.2983810470502469,1.4351042118356263,0.7661956968426608,-1.0129411375978952,-1.5106910343506665,0.008427411317825317,0.02377003431320185,0.0014085173606872003,0.005649983882904164,disgust
Ck+_fear_18.png,0.3123793101233914,0.0993037989812297,0.31417839929767777,0.09805435651834077,0.6190631670465216,0.6077737659191811,0.1785950902575539,0.1774665997343252,1.2697456205620037,0.7769501435577286,0.11851331663004447,0.6831066011644371,0.11587830051340275,0.1170319468774229,0.297048239721916,0.46853329003092703,0.2647481956280412,1.6131403525333892,0.8149956641625329,4.708545325882697,1.475025155431819,0.024671480059623635,0.004333376884460394,0.027021348476409912,0.033027887344360296,fear
Ck+_surprise_133.png,0.30360568967811463,0.1131875179643336,0.3078676001162048,0.10951748253118136,0.7261552670245364,0.6928837335234808,0.23282522652423043,0.23489509376065412,1.2427118439028648,0.47599687393360907,0.22405427713874448,0.3801895080942579,0.2134293923740491,0.21443923236483875,0.9168346299602056,0.4306842591748532,0.34361651460129733,1.4991324858142647,0.9771373875306125,0.7469910020529227,-0.18505320964374047,0.005444586277008001,0.037757664918899536,0.002589017152786255,0.000584483146667536,surprise
Ck+_fear_42.png,0.3061936519097642,0.09857428175439316,0.31554022375408247,0.09401360108460118,0.6292040563253758,0.5823178676562537,0.2008404986143316,0.1935109910086383,1.2842545623030195,0.6060172380558397,0.027009264122545534,0.5304370920232935,0.02625922563445518,0.027890020316296858,0.0871070328511136,0.4923696687752884,0.28994124389075493,1.6366122714985787,0.8144413896684745,0.5522068605119521,-3.229204349230798,0.015609860420226995,0.03298377990722656,0.011115849018096924,0.002520203590393011,fear
Ck+_happy_34.png,0.3086297669568237,0.08660925753858298,0.3171105426465486,0.0882166561355821,0.5333951679972834,0.5287648225885749,0.21663028729799239,0.22106020639578275,1.2577000298635133,0.7526067840751924,0.17414279600222454,0.6549677071054518,0.16885141162161654,0.17084756765328787,0.4398063896117967,0.45724935032848185,0.22166826220486757,1.5557684003574717,0.7819553033604723,2.650987074669435,0.5283500266978688,0.040505170822143666,0.02864009141922008,0.038722991943359486,0.043899804353714045,happy
Ck+_surprise_56.png,0.3240065764064907,0.13458362239715477,0.31235931230162745,0.12985387857532843,0.9088716271489563,0.9096294581233957,0.3118688005343294,0.3045353148293947,1.2773173307506498,0.5475962268426675,0.25584829207273774,0.44929119503236653,0.24599343005799906,0.24627955897171772,1.0223213496451058,0.5811868633313992,0.31115429911552034,1.5403561964925803,0.8737134476060572,1.0304680150433456,-3.547338348956401,0.0228471457958222,0.01702064275741577,0.021981984376907404,0.035655677318573,surprise
Ck+_happy_169.png,0.2990492454923711,0.054951167363563126,0.30095193870444337,0.05618417797241903,0.3178213141295269,0.32289826304336805,0.22144840611946554,0.21898371848235168,1.2351622305886836,0.7542171986527313,0.12368791829438017,0.6546829706606832,0.12029418542213026,0.121999410507709,0.28364894449707445,0.430229717655549,0.2195113550364536,1.5030605305470017,0.7790330598430585,1.2387232447158973,-0.35018225694160937,0.01563063263893133,0.01549589633941656,0.018182635307312067,0.020643502473831232,happy
Ck+_disgust_92.png,0.2918239097677719,0.05863913158861317,0.3062725695227596,0.05933708824471802,0.3683150749777621,0.35511669814424307,0.2174476078328216,0.22216134884698827,1.2679492708244935,0.4952138378865564,0.015774269911600906,0.424355862260368,0.016141173153930592,0.01690590813768194,0.058386232541697294,0.43100203529385456,0.23830309485261622,1.4978263431497123,0.6839272513309259,-0.4056223580531332,-0.480409242950566,0.03205478191375738,0.02219885587692272,0.027830719947814997,0.028613656759262168,disgust
Ck+_happy_110.png,0.30823353347465005,0.08849558702949982,0.3116145611512843,0.08712719920866986,0.5511771924347213,0.5367666790996077,0.16995501947832156,0.16887278987738738,1.2509394388500055,0.769006780488579,0.13105416966608935,0.6705627705520856,0.12755973446780858,0.12893947604349257,0.32716874158792403,0.4502901590457582,0.23023137784426204,1.5622690255338398,0.7741793600142128,2.098106559998618,-0.5866053984506845,0.014614760875701904,0.029654085636138916,0.013166457414627075,0.010889589786529541,happy
Ck+_happy_195.png,0.31532898767553136,0.11072268370443357,0.316870226141286,0.107727532051172,0.6835818119154512,0.6618553467913595,0.1743558329669181,0.16750308128998143,1.2733337235255824,0.7111568752377869,0.07928802977224134,0.623259128222287,0.07837994645359264,0.07992516195639286,0.21705085320448073,0.5448976530039403,0.21612934903994224,1.5317447709631968,0.6776542083653108,3.507089038090037,-1.339081678854235,0.01526242494583141,0.029714852571487538,0.01352867484092718,0.015635132789611927,happy
Ck+_sadness_7.png,0.31427704796234335,0.0989389169928244,0.3051055131087473,0.10144117538746669,0.6446435539895705,0.6808152727594025,0.24236127898791465,0.24925566999298304,1.2791284208457208,0.518635576141787,0.021749665964772902,0.4470241938107089,0.021720666408239175,0.023019853211432847,0.08587298499630633,0.48214751243150505,0.2604339690728978,1.53473932485272,0.7209012890264827,-1.0090917608856813,-2.2080000859963005,0.04596786201000219,0.008445978164672852,0.04484373331069946,0.05189704895019537,sadness
Ck+_happy_10.png,0.31408170998673934,0.07937012551926002,0.301763149804946,0.0811000922831559,0.47273322090378783,0.5027553967941594,0.21594830833510317,0.21976173871643492,1.2677588998601725,0.7016348729263024,0.14296182303171098,0.6035549575350962,0.13989255487881208,0.14044205846435467,0.3811641463961856,0.4648781227480862,0.17105788734265986,1.5269038262233863,0.7123135838381893,-0.28295199048174063,-3.051182355111459,0.05010685324668884,0.019780337810516357,0.046468853950500544,0.05063799023628235,happy
Ck+_contempt_7.png,0.32274269450436927,0.132750506252095,0.3043917298712572,0.12877685322505636,0.7091894561665263,0.7294362204151335,0.19682694361880584,0.18691245809083287,1.232970705615957,0.6075566608604642,0.00978459201319601,0.5338438691586384,0.011826444386564553,0.0127337812205625,0.02776767562731084,0.5155796944588544,0.2801072008869445,1.4854801055434494,0.7123368942280841,1.209515523054101,-2.5424486026517696,0.07722067832946783,0.026964277029037476,0.07453548908233643,0.08427318930625927,contempt
Ck+_sadness_77.png,0.29603331034387054,0.07645216218592568,0.3033847659112635,0.07904109397682357,0.4371258592319335,0.4409776120829056,0.25740083215621073,0.26690370994807244,1.2495764817732926,0.5942602050262902,0.003247590391407531,0.5217719645217448,0.005797377043983352,0.003745698114366098,0.009250030263915257,0.4448048551458308,0.31469721158411224,1.4359460412315301,0.7757209444681168,0.13825187404344555,0.07850790034579518,0.02259191870689392,0.0007974207401275635,0.020379960536956787,0.0256067812442779,sadness
Ck+_fear_66.png,0.30221019002870847,0.0914993524010554,0.3066225616967986,0.09453484857035596,0.5534129021271351,0.5635445143099225,0.24811164597236474,0.25888422704306857,1.2483284719107848,0.6284268744818758,0.05727485918035898,0.5435938265673542,0.055690070305283605,0.05576123110260365,0.16659079778265365,0.47581365003019543,0.3462037875183449,1.4597173744958896,0.8258197767689229,1.4023034316116993,0.28033704933823955,0.008403033018112238,0.007115006446838268,0.009134769439697377,0.01248234510421764,fear
